Country,Crime name,Year,Age,Sex,No of recorded cases,Source
Ukraine,homicide,2010,Total,Total,1802,IAFQ
Holy See,homicide,2010,Total,Total,0,IAFQ
Kosovo under UNSCR 1244,homicide,2010,Total,Total,76,IAFQ
South Africa,homicide,2010,Total,Total,2524,IAFQ/NA
Andorra,homicide,2011,Total,Total,2,IAFQ/NA
Argentina,homicide,2011,Total,Total,1372,IAFQ
Armenia,homicide,2011,Total,Total,36,IAFQ
Australia,homicide,2011,Total,Total,114,IAFQ
Austria,homicide,2011,Total,Total,29,IAFQ
Azerbaijan,homicide,2011,Total,Total,261,IAFQ
Belgium,homicide,2011,Total,Total,246,IAFQ/NA
Bulgaria,homicide,2011,Total,Total,114,IAFQ
Bosnia and Herzegovina,homicide,2011,Total,Total,109,NA/IAFQ
Barbados,homicide,2011,Total,Total,1,NA
Canada,homicide,2011,Total,Total,145,NA/IAFQ
Switzerland,homicide,2011,Total,Total,30,NA
Chile,homicide,2011,Total,Total,1217,NA/IAFQ
China,homicide,2011,Total,Total,10431,NA
Colombia,homicide,2011,Total,Total,4315,NA
Costa Rica,homicide,2011,Total,Total,248,NA
Cyprus,homicide,2011,Total,Total,2,NA
Germany,homicide,2011,Total,Total,325,NA
Denmark,homicide,2011,Total,Total,26,NA
Algeria,homicide,2011,Total,Total,733,NA
Estonia,homicide,2011,Total,Total,40,NA
Finland,homicide,2011,Total,Total,82,NA/IAFQ
France,homicide,2011,Total,Total,511,NA
United Kingdom (England and Wales),homicide,2011,Total,Total,343,NA
United Kingdom (Northern Ireland),homicide,2011,Total,Total,13,NA
United Kingdom (Scotland),homicide,2011,Total,Total,53,NA
Georgia,homicide,2011,Total,Total,116,NA
Grenada,homicide,2011,Total,Total,5,NA
Guyana,homicide,2011,Total,Total,18,NA
"China, Hong Kong Special Administrative Region",homicide,2011,Total,Total,15,NA
Honduras,homicide,2011,Total,Total,861,NA
Croatia,homicide,2011,Total,Total,46,NA
Hungary,homicide,2011,Total,Total,110,NA
India,homicide,2011,Total,Total,11456,NA
Ireland,homicide,2011,Total,Total,20,NA
Iraq (Central Iraq),homicide,2011,Total,Total,2449,NA
Italy,homicide,2011,Total,Total,451,NA
Japan,homicide,2011,Total,Total,222,IAFQ
Kazakhstan,homicide,2011,Total,Total,1073,IAFQ
Kyrgyzstan,homicide,2011,Total,Total,453,IAFQ
Saint Kitts and Nevis,homicide,2011,Total,Total,2,IAFQ
Republic of Korea,homicide,2011,Total,Total,766,IAFQ
Lithuania,homicide,2011,Total,Total,217,IAFQ
Latvia,homicide,2011,Total,Total,63,IAFQ
"China, Macao Special Administrative Region",homicide,2011,Total,Total,1,NA
Monaco,homicide,2011,Total,Total,0,NA/IAFQ
Republic of Moldova,homicide,2011,Total,Total,170,NA/IAFQ
Mexico,homicide,2011,Total,Total,4426,NA/IAFQ
North Macedonia,homicide,2011,Total,Total,39,NA/IAFQ
Malta,homicide,2011,Total,Total,3,NA
Montenegro,homicide,2011,Total,Total,6,NA
Mongolia,homicide,2011,Total,Total,262,NA
Mauritius,homicide,2011,Total,Total,7,NA
Norway,homicide,2011,Total,Total,22,NA
New Zealand,homicide,2011,Total,Total,27,IAFQ/NA
Panama,homicide,2011,Total,Total,67,IAFQ/NA
Peru,homicide,2011,Total,Total,767,NA
Poland,homicide,2011,Total,Total,351,IAFQ
Portugal,homicide,2011,Total,Total,138,IAFQ
Paraguay,homicide,2011,Total,Total,683,IAFQ
State of Palestine,homicide,2011,Total,Total,23,IAFQ
Romania,homicide,2011,Total,Total,986,IAFQ
Russian Federation,homicide,2011,Total,Total,10740,IAFQ/NA
Singapore,homicide,2011,Total,Total,16,IAFQ
Serbia,homicide,2011,Total,Total,133,IAFQ/NA
Slovakia,homicide,2011,Total,Total,43,IAFQ/NA
Slovenia,homicide,2011,Total,Total,28,IAFQ/NA
Sweden,homicide,2011,Total,Total,134,IAFQ/NA
Trinidad and Tobago,homicide,2011,Total,Total,5,IAFQ/NA
Türkiye,homicide,2011,Total,Total,15215,IAFQ/NA
Holy See,homicide,2011,Total,Total,0,IAFQ/NA
Kosovo under UNSCR 1244,homicide,2011,Total,Total,90,IAFQ/NA
South Africa,homicide,2011,Total,Total,2877,IAFQ/NA
Andorra,homicide,2012,Total,Total,2,IAFQ
Argentina,homicide,2012,Total,Total,1463,NA/IAFQ
Armenia,homicide,2012,Total,Total,43,NA/IAFQ
Australia,homicide,2012,Total,Total,96,IAFQ
Austria,homicide,2012,Total,Total,38,IAFQ
Azerbaijan,homicide,2012,Total,Total,288,NA/IAFQ
Belgium,homicide,2012,Total,Total,294,NA/IAFQ
Bulgaria,homicide,2012,Total,Total,107,NA/IAFQ
Bosnia and Herzegovina,homicide,2012,Total,Total,108,UNODA/IAFQ
Barbados,homicide,2012,Total,Total,1,IAFQ
Canada,homicide,2012,Total,Total,133,IAFQ
Switzerland,homicide,2012,Total,Total,41,UNODA/IAFQ
Chile,homicide,2012,Total,Total,1511,IAFQ
China,homicide,2012,Total,Total,11571,IAFQ
Colombia,homicide,2012,Total,Total,4122,IAFQ
Costa Rica,homicide,2012,Total,Total,267,IAFQ
Cyprus,homicide,2012,Total,Total,9,IAFQ
Germany,homicide,2012,Total,Total,355,IAFQ
Denmark,homicide,2012,Total,Total,34,IAFQ
Algeria,homicide,2012,Total,Total,826,IAFQ
Spain,homicide,2012,Total,Total,84,IAFQ
Estonia,homicide,2012,Total,Total,59,IAFQ
Finland,homicide,2012,Total,Total,71,IAFQ
France,homicide,2012,Total,Total,583,NA/IAFQ
United Kingdom (England and Wales),homicide,2012,Total,Total,356,NA/IAFQ
United Kingdom (Northern Ireland),homicide,2012,Total,Total,9,NA/IAFQ
United Kingdom (Scotland),homicide,2012,Total,Total,48,IAFQ
Georgia,homicide,2012,Total,Total,62,IAFQ
Grenada,homicide,2012,Total,Total,1,IAFQ
Guyana,homicide,2012,Total,Total,21,IAFQ
"China, Hong Kong Special Administrative Region",homicide,2012,Total,Total,9,IAFQ
Croatia,homicide,2012,Total,Total,47,IAFQ/NA
Hungary,homicide,2012,Total,Total,136,IAFQ
India,homicide,2012,Total,Total,16438,IAFQ
Ireland,homicide,2012,Total,Total,20,IAFQ
Iraq (Central Iraq),homicide,2012,Total,Total,2389,IAFQ
Italy,homicide,2012,Total,Total,493,IAFQ
Japan,homicide,2012,Total,Total,222,IAFQ
Kazakhstan,homicide,2012,Total,Total,1081,IAFQ
Kyrgyzstan,homicide,2012,Total,Total,370,IAFQ
Republic of Korea,homicide,2012,Total,Total,671,NA/IAFQ
Lithuania,homicide,2012,Total,Total,188,IAFQ
Latvia,homicide,2012,Total,Total,84,IAFQ
"China, Macao Special Administrative Region",homicide,2012,Total,Total,2,IAFQ
Monaco,homicide,2012,Total,Total,0,IAFQ
Mexico,homicide,2012,Total,Total,4106,UNODA/IAFQ
North Macedonia,homicide,2012,Total,Total,38,IAFQ
Malta,homicide,2012,Total,Total,2,IAFQ
Montenegro,homicide,2012,Total,Total,6,IAFQ
Mongolia,homicide,2012,Total,Total,231,IAFQ
Mauritius,homicide,2012,Total,Total,15,IAFQ
Norway,homicide,2012,Total,Total,27,UNODA/IAFQ
New Zealand,homicide,2012,Total,Total,25,IAFQ
Panama,homicide,2012,Total,Total,64,IAFQ
Peru,homicide,2012,Total,Total,743,IAFQ
Poland,homicide,2012,Total,Total,349,IAFQ
Portugal,homicide,2012,Total,Total,135,IAFQ
Paraguay,homicide,2012,Total,Total,232,IAFQ
Romania,homicide,2012,Total,Total,802,IAFQ
Russian Federation,homicide,2012,Total,Total,8621,IAFQ
Singapore,homicide,2012,Total,Total,15,IAFQ
Serbia,homicide,2012,Total,Total,120,IAFQ
Slovakia,homicide,2012,Total,Total,44,IAFQ
Slovenia,homicide,2012,Total,Total,24,IAFQ
Sweden,homicide,2012,Total,Total,130,IAFQ
Trinidad and Tobago,homicide,2012,Total,Total,8,IAFQ
Türkiye,homicide,2012,Total,Total,17802,IAFQ
Holy See,homicide,2012,Total,Total,0,IAFQ
Kosovo under UNSCR 1244,homicide,2012,Total,Total,59,IAFQ
South Africa,homicide,2012,Total,Total,3033,IAFQ
Albania,homicide,2013,Total,Total,56,IAFQ
Andorra,homicide,2013,Total,Total,0,IAFQ
Argentina,homicide,2013,Total,Total,1524,IAFQ
Australia,homicide,2013,Total,Total,134,IAFQ
Austria,homicide,2013,Total,Total,33,IAFQ
Azerbaijan,homicide,2013,Total,Total,353,IAFQ
Belgium,homicide,2013,Total,Total,249,IAFQ
Bulgaria,homicide,2013,Total,Total,76,IAFQ
Bosnia and Herzegovina,homicide,2013,Total,Total,177,IAFQ
Bermuda,homicide,2013,Total,Total,7,IAFQ
Barbados,homicide,2013,Total,Total,2,IAFQ
Canada,homicide,2013,Total,Total,146,IAFQ
Switzerland,homicide,2013,Total,Total,34,IAFQ
Chile,homicide,2013,Total,Total,1453,IAFQ
China,homicide,2013,Total,Total,10559,NA/IAFQ
Colombia,homicide,2013,Total,Total,3754,NA/IAFQ
Costa Rica,homicide,2013,Total,Total,233,IAFQ
Cyprus,homicide,2013,Total,Total,18,IAFQ
Germany,homicide,2013,Total,Total,288,IAFQ
Denmark,homicide,2013,Total,Total,24,IAFQ
Algeria,homicide,2013,Total,Total,708,IAFQ
Spain,homicide,2013,Total,Total,95,IAFQ/NA
Estonia,homicide,2013,Total,Total,69,IAFQ
Finland,homicide,2013,Total,Total,67,IAFQ
France,homicide,2013,Total,Total,556,IAFQ/NA
United Kingdom (England and Wales),homicide,2013,Total,Total,314,IAFQ/NA
United Kingdom (Northern Ireland),homicide,2013,Total,Total,14,IAFQ/NA
United Kingdom (Scotland),homicide,2013,Total,Total,47,IAFQ/NA
Guyana,homicide,2013,Total,Total,20,IAFQ/NA
"China, Hong Kong Special Administrative Region",homicide,2013,Total,Total,7,IAFQ/NA
Croatia,homicide,2013,Total,Total,52,IAFQ/NA
Hungary,homicide,2013,Total,Total,121,IAFQ/NA
India,homicide,2013,Total,Total,15647,IAFQ/NA
Ireland,homicide,2013,Total,Total,18,IAFQ
Iraq (Central Iraq),homicide,2013,Total,Total,1873,IAFQ
Iceland,homicide,2013,Total,Total,1,IAFQ
Italy,homicide,2013,Total,Total,535,NA/IAFQ
Japan,homicide,2013,Total,Total,189,SOF/IAFQ
Kazakhstan,homicide,2013,Total,Total,995,SOF/IAFQ
Kyrgyzstan,homicide,2013,Total,Total,338,SOF/IAFQ
Republic of Korea,homicide,2013,Total,Total,642,SOF/IAFQ
Lithuania,homicide,2013,Total,Total,173,SOF/IAFQ
Latvia,homicide,2013,Total,Total,61,SOF/IAFQ
"China, Macao Special Administrative Region",homicide,2013,Total,Total,3,SOF/IAFQ
Monaco,homicide,2013,Total,Total,0,SOF/IAFQ
Mexico,homicide,2013,Total,Total,4827,SOF/IAFQ
North Macedonia,homicide,2013,Total,Total,33,SOF/IAFQ
Malta,homicide,2013,Total,Total,2,SOF/IAFQ
Montenegro,homicide,2013,Total,Total,36,SOF/IAFQ
Mongolia,homicide,2013,Total,Total,209,SOF/IAFQ
Mauritius,homicide,2013,Total,Total,20,SOF/IAFQ
Norway,homicide,2013,Total,Total,27,SOF/IAFQ
New Zealand,homicide,2013,Total,Total,32,SOF/IAFQ
Peru,homicide,2013,Total,Total,768,SOF/IAFQ
Poland,homicide,2013,Total,Total,325,SOF/IAFQ
Portugal,homicide,2013,Total,Total,130,SOF/IAFQ
Paraguay,homicide,2013,Total,Total,284,SOF/IAFQ
Romania,homicide,2013,Total,Total,828,SOF/IAFQ
Russian Federation,homicide,2013,Total,Total,8418,SOF/IAFQ
Singapore,homicide,2013,Total,Total,19,SOF/IAFQ
Serbia,homicide,2013,Total,Total,125,SOF/IAFQ
Slovakia,homicide,2013,Total,Total,41,SOF/IAFQ
Slovenia,homicide,2013,Total,Total,39,SOF/IAFQ
Sweden,homicide,2013,Total,Total,146,SOF/IAFQ
Trinidad and Tobago,homicide,2013,Total,Total,13,SOF/IAFQ
Türkiye,homicide,2013,Total,Total,20905,SOF/IAFQ
Holy See,homicide,2013,Total,Total,0,SOF/IAFQ
Kosovo under UNSCR 1244,homicide,2013,Total,Total,43,SOF/IAFQ
South Africa,homicide,2013,Total,Total,2900,SOF/IAFQ
Albania,homicide,2014,Total,Total,175,SOF/IAFQ
Andorra,homicide,2014,Total,Total,1,SOF/IAFQ
Argentina,homicide,2014,Total,Total,1741,SOF/IAFQ
Armenia,homicide,2014,Total,Total,31,SOF/IAFQ
Australia,homicide,2014,Total,Total,125,SOF/IAFQ
Austria,homicide,2014,Total,Total,33,SOF/IAFQ
Azerbaijan,homicide,2014,Total,Total,279,SOF/IAFQ
Belgium,homicide,2014,Total,Total,229,SOF/IAFQ
Bulgaria,homicide,2014,Total,Total,74,SOF/IAFQ
Bosnia and Herzegovina,homicide,2014,Total,Total,101,SOF/IAFQ
Belarus,homicide,2014,Total,Total,464,SOF/IAFQ
Belize,homicide,2014,Total,Total,32,SOF/IAFQ
Barbados,homicide,2014,Total,Total,2,SOF/IAFQ
Canada,homicide,2014,Total,Total,108,SOF/IAFQ
Switzerland,homicide,2014,Total,Total,38,SOF/IAFQ
Chile,homicide,2014,Total,Total,1100,SOF/IAFQ
China,homicide,2014,Total,Total,8769,SOF/IAFQ
Colombia,homicide,2014,Total,Total,3642,SOF/IAFQ
Costa Rica,homicide,2014,Total,Total,203,SOF/IAFQ
Cyprus,homicide,2014,Total,Total,6,SOF/IAFQ
Germany,homicide,2014,Total,Total,320,SOF/IAFQ
Denmark,homicide,2014,Total,Total,22,SOF/IAFQ
Algeria,homicide,2014,Total,Total,801,SOF/IAFQ
Spain,homicide,2014,Total,Total,206,SOF/IAFQ
Estonia,homicide,2014,Total,Total,32,SOF/IAFQ
Finland,homicide,2014,Total,Total,74,SOF/IAFQ
France,homicide,2014,Total,Total,527,SOF/IAFQ
Faroe Islands,homicide,2014,Total,Total,0,SOF/IAFQ
United Kingdom (England and Wales),homicide,2014,Total,Total,333,SOF/IAFQ
United Kingdom (Northern Ireland),homicide,2014,Total,Total,7,SOF/IAFQ
United Kingdom (Scotland),homicide,2014,Total,Total,31,SOF/IAFQ
Georgia,homicide,2014,Total,Total,69,SOF/IAFQ
Guyana,homicide,2014,Total,Total,28,SOF/IAFQ
Croatia,homicide,2014,Total,Total,47,SOF/IAFQ
Hungary,homicide,2014,Total,Total,203,SOF/IAFQ
Ireland,homicide,2014,Total,Total,21,SOF/IAFQ
Italy,homicide,2014,Total,Total,595,SOF/IAFQ
Jamaica,homicide,2014,Total,Total,43,SOF/IAFQ
Japan,homicide,2014,Total,Total,164,SOF/IAFQ
Kazakhstan,homicide,2014,Total,Total,847,SOF/IAFQ
Kyrgyzstan,homicide,2014,Total,Total,252,SOF/IAFQ
Republic of Korea,homicide,2014,Total,Total,691,SOF/IAFQ
Lithuania,homicide,2014,Total,Total,197,SOF/IAFQ
Latvia,homicide,2014,Total,Total,74,SOF/IAFQ
"China, Macao Special Administrative Region",homicide,2014,Total,Total,9,SOF/IAFQ
Republic of Moldova,homicide,2014,Total,Total,146,SOF/IAFQ
North Macedonia,homicide,2014,Total,Total,40,SOF/IAFQ
Malta,homicide,2014,Total,Total,0,SOF/IAFQ
Montenegro,homicide,2014,Total,Total,37,SOF/IAFQ
Mongolia,homicide,2014,Total,Total,218,SOF/IAFQ
Mauritius,homicide,2014,Total,Total,16,SOF/IAFQ
New Zealand,homicide,2014,Total,Total,36,SOF/IAFQ
Panama,homicide,2014,Total,Total,16,SOF/IAFQ
Peru,homicide,2014,Total,Total,707,SOF/IAFQ
Poland,homicide,2014,Total,Total,257,SOF/IAFQ
Paraguay,homicide,2014,Total,Total,331,SOF/IAFQ
Romania,homicide,2014,Total,Total,872,SOF/IAFQ
Russian Federation,homicide,2014,Total,Total,8271,SOF/IAFQ
Singapore,homicide,2014,Total,Total,11,SOF/IAFQ
Serbia,homicide,2014,Total,Total,137,SOF/IAFQ
Slovakia,homicide,2014,Total,Total,46,SOF/IAFQ
Slovenia,homicide,2014,Total,Total,35,SOF/IAFQ
Sweden,homicide,2014,Total,Total,136,SOF/IAFQ
Trinidad and Tobago,homicide,2014,Total,Total,9,SOF/IAFQ
Türkiye,homicide,2014,Total,Total,14478,SOF/IAFQ
Holy See,homicide,2014,Total,Total,0,SOF/IAFQ
Kosovo under UNSCR 1244,homicide,2014,Total,Total,79,SOF/IAFQ
South Africa,homicide,2014,Total,Total,2760,IAFQ
Albania,homicide,2015,Total,Total,166,IAFQ
Andorra,homicide,2015,Total,Total,0,IAFQ/NA
Argentina,homicide,2015,Total,Total,1694,IAFQ/NA
Armenia,homicide,2015,Total,Total,17,IAFQ/NA
Australia,homicide,2015,Total,Total,128,IAFQ
Belgium,homicide,2015,Total,Total,245,IAFQ/NA
Bulgaria,homicide,2015,Total,Total,98,IAFQ/NA
Bosnia and Herzegovina,homicide,2015,Total,Total,79,IAFQ/NA
Barbados,homicide,2015,Total,Total,0,IAFQ/NA
Switzerland,homicide,2015,Total,Total,24,IAFQ/NA
Chile,homicide,2015,Total,Total,1115,IAFQ
China,homicide,2015,Total,Total,8141,IAFQ
Colombia,homicide,2015,Total,Total,4412,IAFQ
Cyprus,homicide,2015,Total,Total,3,IAFQ
Denmark,homicide,2015,Total,Total,32,IAFQ
Algeria,homicide,2015,Total,Total,906,IAFQ
Spain,homicide,2015,Total,Total,248,IAFQ
Estonia,homicide,2015,Total,Total,36,IAFQ
France,homicide,2015,Total,Total,548,IAFQ
United Kingdom (England and Wales),homicide,2015,Total,Total,266,IAFQ/NA
United Kingdom (Northern Ireland),homicide,2015,Total,Total,5,IAFQ/NA
Guyana,homicide,2015,Total,Total,27,IAFQ
Honduras,homicide,2015,Total,Total,319,IAFQ
Croatia,homicide,2015,Total,Total,31,IAFQ
Ireland,homicide,2015,Total,Total,19,IAFQ
Italy,homicide,2015,Total,Total,516,IAFQ
Kazakhstan,homicide,2015,Total,Total,636,IAFQ
Kyrgyzstan,homicide,2015,Total,Total,256,IAFQ
Republic of Korea,homicide,2015,Total,Total,651,IAFQ
Lithuania,homicide,2015,Total,Total,130,IAFQ
Latvia,homicide,2015,Total,Total,54,IAFQ
"China, Macao Special Administrative Region",homicide,2015,Total,Total,2,SOF/IAFQ
Monaco,homicide,2015,Total,Total,0,SOF/IAFQ
Malta,homicide,2015,Total,Total,3,SOF/IAFQ
Montenegro,homicide,2015,Total,Total,63,SOF/IAFQ
Mongolia,homicide,2015,Total,Total,186,SOF/IAFQ
Mauritius,homicide,2015,Total,Total,18,SOF/IAFQ
Norway,homicide,2015,Total,Total,25,SOF/IAFQ
Panama,homicide,2015,Total,Total,11,SOF/IAFQ
Peru,homicide,2015,Total,Total,668,IAFQ
Poland,homicide,2015,Total,Total,248,IAFQ
Portugal,homicide,2015,Total,Total,100,IAFQ
Romania,homicide,2015,Total,Total,834,IAFQ
Russian Federation,homicide,2015,Total,Total,7950,IAFQ
Saudi Arabia,homicide,2015,Total,Total,472,IAFQ
Singapore,homicide,2015,Total,Total,14,IAFQ
Serbia,homicide,2015,Total,Total,86,IAFQ
Slovakia,homicide,2015,Total,Total,28,IAFQ
Slovenia,homicide,2015,Total,Total,14,IAFQ
Sweden,homicide,2015,Total,Total,156,IAFQ
Tajikistan,homicide,2015,Total,Total,136,IAFQ
Trinidad and Tobago,homicide,2015,Total,Total,20,IAFQ
Holy See,homicide,2015,Total,Total,0,IAFQ
Kosovo under UNSCR 1244,homicide,2015,Total,Total,97,IAFQ
South Africa,homicide,2015,Total,Total,2125,SOF/IAFQ
Albania,homicide,2016,Total,Total,135,IAFQ
Argentina,homicide,2016,Total,Total,1801,IAFQ
Armenia,homicide,2016,Total,Total,14,IAFQ
Australia,homicide,2016,Total,Total,116,IAFQ
Austria,homicide,2016,Total,Total,32,IAFQ
Azerbaijan,homicide,2016,Total,Total,332,IAFQ
Bulgaria,homicide,2016,Total,Total,82,IAFQ
Bosnia and Herzegovina,homicide,2016,Total,Total,92,IAFQ
Belarus,homicide,2016,Total,Total,433,IAFQ/NA
Belize,homicide,2016,Total,Total,5,IAFQ/NA
Barbados,homicide,2016,Total,Total,3,IAFQ/NA
Canada,homicide,2016,Total,Total,141,IAFQ
Switzerland,homicide,2016,Total,Total,27,IAFQ/NA
Chile,homicide,2016,Total,Total,1490,IAFQ/NA
China,homicide,2016,Total,Total,6844,IAFQ/NA
Costa Rica,homicide,2016,Total,Total,245,IAFQ/NA
Cyprus,homicide,2016,Total,Total,6,IAFQ/NA
Czechia,homicide,2016,Total,Total,99,IAFQ
Germany,homicide,2016,Total,Total,320,IAFQ
Dominica,homicide,2016,Total,Total,85,IAFQ
Denmark,homicide,2016,Total,Total,20,IAFQ
Spain,homicide,2016,Total,Total,190,IAFQ
Finland,homicide,2016,Total,Total,54,IAFQ
France,homicide,2016,Total,Total,447,IAFQ
United Kingdom (England and Wales),homicide,2016,Total,Total,456,IAFQ
United Kingdom (Northern Ireland),homicide,2016,Total,Total,14,IAFQ
United Kingdom (Scotland),homicide,2016,Total,Total,30,IAFQ
Georgia,homicide,2016,Total,Total,99,IAFQ/NA
Guyana,homicide,2016,Total,Total,19,IAFQ/NA
Honduras,homicide,2016,Total,Total,400,IAFQ
Croatia,homicide,2016,Total,Total,70,IAFQ
Hungary,homicide,2016,Total,Total,189,IAFQ
India,homicide,2016,Total,Total,20793,IAFQ
Japan,homicide,2016,Total,Total,169,IAFQ
Kyrgyzstan,homicide,2016,Total,Total,320,IAFQ
Republic of Korea,homicide,2016,Total,Total,692,IAFQ
Lithuania,homicide,2016,Total,Total,145,IAFQ
Luxembourg,homicide,2016,Total,Total,2,IAFQ
Latvia,homicide,2016,Total,Total,103,IAFQ
"China, Macao Special Administrative Region",homicide,2016,Total,Total,1,SOF/IAFQ
Maldives,homicide,2016,Total,Total,20,SOF/IAFQ
Mexico,homicide,2016,Total,Total,1495,SOF/IAFQ
Montenegro,homicide,2016,Total,Total,11,SOF/IAFQ
Mongolia,homicide,2016,Total,Total,198,SOF/IAFQ
Mauritius,homicide,2016,Total,Total,12,SOF/IAFQ
Netherlands (Kingdom of the),homicide,2016,Total,Total,479,SOF/IAFQ
Norway,homicide,2016,Total,Total,26,SOF/IAFQ
New Zealand,homicide,2016,Total,Total,28,IAFQ
Panama,homicide,2016,Total,Total,55,IAFQ
Peru,homicide,2016,Total,Total,838,IAFQ
Poland,homicide,2016,Total,Total,257,IAFQ
Portugal,homicide,2016,Total,Total,92,IAFQ
Paraguay,homicide,2016,Total,Total,270,IAFQ
Romania,homicide,2016,Total,Total,900,IAFQ
Russian Federation,homicide,2016,Total,Total,14109,IAFQ
Serbia,homicide,2016,Total,Total,105,IAFQ
Slovakia,homicide,2016,Total,Total,32,IAFQ
Slovenia,homicide,2016,Total,Total,22,IAFQ
Sweden,homicide,2016,Total,Total,168,IAFQ
Thailand,homicide,2016,Total,Total,2592,IAFQ
Tunisia,homicide,2016,Total,Total,349,IAFQ
Türkiye,homicide,2016,Total,Total,5861,IAFQ
Kosovo under UNSCR 1244,homicide,2016,Total,Total,67,SOF/IAFQ
Albania,homicide,2017,Total,Total,95,IAFQ
Andorra,homicide,2017,Total,Total,3,IAFQ
Armenia,homicide,2017,Total,Total,24,IAFQ
Antigua and Barbuda,homicide,2017,Total,Total,6,IAFQ
Australia,homicide,2017,Total,Total,142,IAFQ
Austria,homicide,2017,Total,Total,24,IAFQ
Azerbaijan,homicide,2017,Total,Total,304,IAFQ
Belgium,homicide,2017,Total,Total,99,SOF/IAFQ
Bulgaria,homicide,2017,Total,Total,76,IAFQ
Bosnia and Herzegovina,homicide,2017,Total,Total,101,IAFQ
Belarus,homicide,2017,Total,Total,371,IAFQ/NA
Barbados,homicide,2017,Total,Total,1,IAFQ
Canada,homicide,2017,Total,Total,174,IAFQ/NA
Switzerland,homicide,2017,Total,Total,33,IAFQ/NA
Chile,homicide,2017,Total,Total,873,IAFQ/NA
China,homicide,2017,Total,Total,7246,IAFQ/NA
Colombia,homicide,2017,Total,Total,4564,IAFQ/NA
Costa Rica,homicide,2017,Total,Total,206,IAFQ/NA
Cyprus,homicide,2017,Total,Total,16,IAFQ/NA
Czechia,homicide,2017,Total,Total,82,IAFQ/NA
Germany,homicide,2017,Total,Total,298,IAFQ/NA
Denmark,homicide,2017,Total,Total,33,IAFQ/NA
Spain,homicide,2017,Total,Total,194,SOF/IAFQ
Finland,homicide,2017,Total,Total,48,SOF/IAFQ
France,homicide,2017,Total,Total,450,SOF/IAFQ
United Kingdom (Northern Ireland),homicide,2017,Total,Total,11,SOF/IAFQ
United Kingdom (Scotland),homicide,2017,Total,Total,27,SOF/IAFQ
Georgia,homicide,2017,Total,Total,100,SOF/IAFQ
Guyana,homicide,2017,Total,Total,327,SOF/IAFQ
Croatia,homicide,2017,Total,Total,63,IAFQ
Hungary,homicide,2017,Total,Total,91,IAFQ
India,homicide,2017,Total,Total,21187,SOF/IAFQ
Jamaica,homicide,2017,Total,Total,49,IAFQ
Kazakhstan,homicide,2017,Total,Total,779,IAFQ
Kenya,homicide,2017,Total,Total,1018,IAFQ/NA
Kyrgyzstan,homicide,2017,Total,Total,274,IAFQ
Republic of Korea,homicide,2017,Total,Total,565,IAFQ/NA
Lithuania,homicide,2017,Total,Total,148,IAFQ/NA
Luxembourg,homicide,2017,Total,Total,1,IAFQ/NA
Latvia,homicide,2017,Total,Total,102,IAFQ/NA
"China, Macao Special Administrative Region",homicide,2017,Total,Total,2,IAFQ/NA
Morocco,homicide,2017,Total,Total,692,IAFQ/NA
Maldives,homicide,2017,Total,Total,10,IAFQ/NA
Mexico,homicide,2017,Total,Total,2395,IAFQ/NA
Malta,homicide,2017,Total,Total,1,IAFQ/NA
Montenegro,homicide,2017,Total,Total,12,SOF/IAFQ
Mongolia,homicide,2017,Total,Total,189,SOF/IAFQ
Netherlands (Kingdom of the),homicide,2017,Total,Total,550,SOF/IAFQ
Norway,homicide,2017,Total,Total,31,SOF/IAFQ
